f_streams_id,dim_customer_id,dim_song_id,dim_date_id,dim_device_id,seconds_played,is_complete,play_mode
687,77,30,20191229,5,292,1,Shuffle
688,77,91,20191227,5,68,0,Shuffle
689,77,69,20191224,5,222,1,Search
690,77,52,20200115,5,147,0,Album
691,77,63,20201110,1,36,0,Shuffle
692,77,35,20201103,3,246,1,Playlist
693,77,35,20210824,1,178,0,Shuffle
694,78,14,20191227,4,149,0,Playlist
695,78,49,20191213,3,246,1,Shuffle
696,78,13,20191129,3,114,0,Playlist
697,78,70,20191222,1,162,0,Shuffle
698,78,23,20191207,2,265,1,Shuffle
699,78,25,20200129,3,242,1,Album
700,78,19,20200124,5,42,0,Search
701,78,68,20200216,2,157,0,Playlist
702,78,14,20210622,3,272,1,Playlist
703,79,68,20191028,2,269,1,Album
704,79,78,20190520,1,30,0,Shuffle
705,79,92,20191008,2,218,1,Search
706,79,11,20191123,5,161,0,Playlist
707,79,39,20190423,1,289,1,Album
708,79,33,20200724,2,297,1,Search
709,79,7,20200102,5,154,0,Playlist
710,79,48,20200428,2,182,1,Shuffle
711,79,15,20210616,5,238,1,Playlist
712,80,63,20191105,3,40,0,Search
713,80,95,20191218,1,193,1,Album
714,80,37,20191225,3,261,1,Playlist
715,80,19,20190923,1,45,0,Shuffle
716,80,41,20190721,2,263,1,Shuffle
717,80,72,20200229,4,152,0,Playlist
718,80,37,20200414,2,116,0,Search
719,80,82,20200311,2,139,0,Album
720,80,41,20210811,5,233,1,Playlist
721,81,5,20190614,5,289,1,Playlist
722,81,78,20190519,4,118,0,Album
723,81,97,20190318,2,152,0,Album
724,81,30,20190221,4,103,0,Search
725,81,88,20191125,3,78,0,Search
726,81,85,20201015,5,248,1,Playlist
727,81,12,20200426,3,158,0,Shuffle
728,81,42,20200906,3,214,1,Search
729,81,5,20210424,2,275,1,Album
730,82,19,20191103,2,52,0,Search
731,82,26,20191203,4,86,0,Search
732,82,95,20191219,2,235,1,Shuffle
733,82,8,20191125,5,206,1,Shuffle
734,82,20,20191217,2,234,1,Album
735,82,7,20200618,5,291,1,Album
736,82,54,20200115,2,76,0,Playlist
737,82,3,20200226,4,147,0,Playlist
738,82,96,20210124,4,188,1,Search
739,83,60,20190919,1,300,1,Playlist
740,83,18,20191202,2,241,1,Shuffle
741,83,58,20190919,5,52,0,Search
742,83,72,20190927,3,190,1,Search
743,83,74,20191217,4,234,1,Shuffle
744,83,37,20201119,2,226,1,Search
745,83,62,20201102,2,57,0,Album
746,83,1,20201014,3,243,1,Search
747,83,86,20210426,4,192,1,Shuffle
748,84,59,20190623,3,113,0,Album
749,84,16,20191218,4,223,1,Album
750,84,44,20190724,1,266,1,Album
751,84,11,20190920,2,60,0,Album
752,84,73,20190712,4,116,0,Search
753,84,28,20200204,4,82,0,Search
754,84,28,20200409,2,100,0,Shuffle
755,84,78,20200830,2,30,0,Shuffle
756,84,22,20211125,3,225,1,Playlist
757,85,17,20191129,4,171,0,Album
758,85,79,20191008,3,83,0,Shuffle
759,85,35,20191216,3,159,0,Playlist
760,85,98,20191231,1,250,1,Search
761,85,20,20191231,1,79,0,Search
762,85,54,20200122,2,231,1,Playlist
763,85,95,20201021,1,75,0,Playlist
764,85,92,20200822,1,131,0,Playlist
765,85,29,20211014,4,31,0,Playlist
766,86,25,20191027,1,34,0,Shuffle
767,86,5,20191027,2,47,0,Search
768,86,75,20191206,3,264,1,Shuffle
769,86,26,20191029,1,37,0,Playlist
770,86,46,20191229,2,108,0,Shuffle
771,86,96,20201227,3,214,1,Playlist
772,86,20,20200318,1,45,0,Playlist
773,86,87,20200916,3,265,1,Playlist
774,86,36,20210112,5,258,1,Shuffle
775,87,66,20190424,4,66,0,Album
776,87,3,20190918,2,174,0,Search
777,87,12,20190221,3,77,0,Album
778,87,6,20190526,4,102,0,Album
779,87,43,20190324,5,208,1,Playlist
780,87,47,20200927,4,264,1,Search
781,87,79,20200528,5,56,0,Album
782,87,55,20201030,4,160,0,Shuffle
783,87,51,20210727,2,137,0,Shuffle
784,88,98,20191220,2,240,1,Search
785,88,7,20191027,3,198,1,Album
786,88,5,20191118,4,297,1,Album
787,88,15,20191107,5,157,0,Playlist
788,88,40,20191110,1,244,1,Playlist
789,88,63,20200806,2,168,0,Album
790,88,20,20200128,5,185,1,Search
791,88,100,20200508,4,206,1,Search
792,88,48,20210130,4,258,1,Album
793,89,40,20190621,1,61,0,Search
794,89,78,20191122,2,244,1,Shuffle
795,89,6,20190829,2,119,0,Playlist
796,89,32,20190815,4,94,0,Search
797,89,14,20190607,3,230,1,Search
798,89,46,20201027,2,111,0,Playlist
799,89,73,20200407,1,106,0,Shuffle
800,89,87,20200606,2,172,0,Shuffle
801,89,8,20210216,4,268,1,Search
802,90,74,20190730,5,110,0,Shuffle
803,90,77,20190819,5,71,0,Album
804,90,10,20191212,1,206,1,Shuffle
805,90,37,20190726,3,287,1,Album
806,90,8,20190608,5,174,0,Shuffle
807,90,60,20200229,2,180,1,Shuffle
808,90,14,20200403,4,108,0,Shuffle
809,90,77,20200513,2,287,1,Playlist
810,90,24,20210522,4,255,1,Playlist
811,91,63,20191213,3,189,1,Search
812,91,45,20191225,5,143,0,Shuffle
813,91,60,20191212,2,298,1,Album
814,91,70,20191219,4,63,0,Album
815,91,61,20191222,1,185,1,Album
816,91,100,20200912,3,295,1,Playlist
817,91,92,20200228,4,299,1,Shuffle
818,91,44,20200811,5,296,1,Playlist
819,91,77,20210620,3,223,1,Search
820,92,8,20190928,5,270,1,Album
821,92,54,20191018,3,143,0,Search
822,92,85,20191118,2,125,0,Shuffle
823,92,65,20190617,1,213,1,Search
824,92,88,20190909,2,153,0,Search
825,92,78,20200114,3,42,0,Playlist
826,92,75,20200415,4,43,0,Search
827,92,19,20200809,1,195,1,Album
828,92,94,20210329,3,265,1,Search
829,93,94,20191217,3,193,1,Playlist
830,93,17,20191104,4,217,1,Search
831,93,93,20191211,4,61,0,Search
832,93,80,20191204,4,173,0,Search
833,93,29,20191211,4,248,1,Search
834,93,4,20200809,3,53,0,Album
835,93,53,20200302,3,156,0,Album
836,93,82,20200809,5,136,0,Playlist
837,93,19,20210516,4,199,1,Album
838,94,57,20191208,1,52,0,Search
839,94,73,20191129,1,179,0,Search
840,94,71,20191217,2,70,0,Album
841,94,91,20190929,5,185,1,Search
842,94,35,20190822,2,67,0,Search
843,94,3,20200703,2,269,1,Search
844,94,88,20200612,5,265,1,Shuffle
845,94,65,20200502,3,188,1,Playlist
846,94,88,20211121,5,45,0,Playlist
847,95,72,20191216,5,255,1,Search
848,95,4,20191121,2,257,1,Search
849,95,15,20191011,1,242,1,Shuffle
850,95,7,20191224,5,268,1,Playlist
851,95,42,20191027,1,235,1,Playlist
852,95,71,20200718,5,168,0,Shuffle
853,95,7,20200111,5,115,0,Playlist
854,95,56,20200219,3,253,1,Search
855,95,67,20211209,5,39,0,Shuffle
856,96,21,20191216,3,235,1,Search
857,96,35,20191218,4,47,0,Album
858,96,51,20190926,1,199,1,Search
859,96,86,20191125,3,175,0,Album
860,96,7,20191109,4,262,1,Playlist
861,96,94,20200314,5,152,0,Album
862,96,46,20201010,2,188,1,Shuffle
863,96,20,20200702,1,114,0,Playlist
864,96,85,20210912,3,125,0,Search
865,97,15,20191211,5,68,0,Album
866,97,38,20191219,4,59,0,Search
867,97,51,20191229,3,66,0,Shuffle
868,97,39,20191228,1,198,1,Shuffle
869,97,52,20191216,4,129,0,Playlist
870,97,2,20200114,3,242,1,Playlist
871,97,90,20200601,2,76,0,Playlist
872,97,21,20200428,3,104,0,Playlist
873,97,86,20210601,3,194,1,Search
874,98,79,20191114,2,244,1,Playlist
875,98,19,20190524,3,202,1,Search
876,98,18,20190517,5,255,1,Playlist
877,98,68,20190528,2,201,1,Search
878,98,33,20190720,3,97,0,Search
879,98,42,20201101,4,48,0,Playlist
880,98,1,20200529,1,189,1,Album
881,98,13,20201226,4,142,0,Search
882,98,86,20210728,4,287,1,Playlist
883,99,96,20191107,3,204,1,Playlist
884,99,83,20190304,5,60,0,Search
885,99,62,20190808,4,292,1,Playlist
886,99,47,20190705,1,245,1,Playlist
887,99,75,20190727,4,237,1,Album
888,99,14,20201001,5,81,0,Album
889,99,25,20201110,5,128,0,Album
890,99,85,20200704,4,127,0,Album
891,99,17,20210817,2,52,0,Album
892,100,83,20190516,3,103,0,Shuffle
893,100,67,20191224,1,131,0,Playlist
894,100,30,20190614,4,170,0,Search
895,100,40,20190812,2,39,0,Search
896,100,89,20190802,2,208,1,Playlist
897,100,7,20200706,2,157,0,Playlist
898,100,80,20200919,5,241,1,Shuffle
899,100,4,20200427,1,41,0,Search
900,100,55,20210320,1,33,0,Search
901,101,79,20200417,3,263,1,Shuffle
902,101,10,20201021,3,122,0,Playlist
903,101,1,20201002,3,242,1,Search
904,101,82,20201016,3,109,0,Search
905,101,35,20200630,2,262,1,Album
906,101,43,20210225,2,233,1,Shuffle
907,101,90,20210908,1,79,0,Album
908,101,10,20210505,4,235,1,Shuffle
909,101,56,20220314,5,233,1,Shuffle
910,102,43,20200904,2,49,0,Search
911,102,58,20200310,2,33,0,Playlist
912,102,11,20200704,1,199,1,Album
913,102,48,20201120,5,214,1,Shuffle
914,102,43,20200328,2,73,0,Search
915,102,96,20211022,1,93,0,Album
916,102,73,20210726,5,145,0,Album
917,102,19,20210128,1,178,0,Search
918,102,24,20220824,4,267,1,Search
919,103,70,20200617,3,58,0,Playlist
920,103,47,20201213,3,45,0,Playlist
921,103,94,20200721,2,199,1,Album
922,103,30,20200626,3,123,0,Shuffle
923,103,6,20201207,3,133,0,Album
924,103,39,20211008,1,232,1,Shuffle
925,103,61,20210707,3,51,0,Shuffle
926,103,43,20210114,1,124,0,Shuffle
927,103,96,20220216,5,120,0,Shuffle
928,104,99,20200701,1,50,0,Shuffle
929,104,25,20200813,1,72,0,Search
930,104,99,20200625,2,261,1,Shuffle
931,104,76,20200421,4,89,0,Search
932,104,28,20200825,2,53,0,Search
933,104,26,20210712,3,39,0,Playlist
934,104,18,20210205,4,300,1,Shuffle
935,104,26,20210720,3,210,1,Album
936,104,9,20220812,4,254,1,Search
937,105,41,20201201,1,232,1,Search
938,105,12,20201217,4,64,0,Search
939,105,70,20201123,1,102,0,Playlist
940,105,94,20201206,1,120,0,Playlist
941,105,76,20201216,2,203,1,Search
942,105,48,20211023,2,166,0,Playlist
943,105,69,20210102,2,41,0,Search
944,105,50,20210923,2,78,0,Shuffle
945,105,44,20220227,5,67,0,Shuffle
946,106,50,20201103,2,87,0,Playlist
947,106,7,20201106,3,36,0,Search
948,106,36,20201113,3,266,1,Playlist
949,106,3,20201012,1,247,1,Playlist
950,106,38,20201206,2,146,0,Album
951,106,100,20211204,5,43,0,Playlist
952,106,12,20210306,2,73,0,Shuffle
953,106,42,20210929,1,70,0,Shuffle
954,106,87,20220308,4,273,1,Playlist
955,107,100,20200316,2,81,0,Shuffle
956,107,35,20201004,1,155,0,Album
957,107,76,20200722,2,146,0,Shuffle
958,107,48,20200714,4,144,0,Album
959,107,27,20200818,3,135,0,Shuffle
960,107,26,20210311,4,101,0,Album
961,107,60,20211110,2,169,0,Album
962,107,44,20210502,1,59,0,Playlist
963,107,23,20220311,5,204,1,Search
964,108,24,20201230,1,291,1,Album
965,108,80,20201215,3,205,1,Playlist
966,108,5,20201214,1,111,0,Album
967,108,73,20201230,2,293,1,Playlist
968,108,5,20201231,2,246,1,Shuffle
969,108,94,20210924,1,103,0,Playlist
970,108,45,20210810,2,237,1,Album
971,108,41,20210630,1,219,1,Album
972,108,85,20220627,1,291,1,Shuffle
973,109,22,20201111,3,135,0,Album
974,109,51,20200924,1,164,0,Search
975,109,82,20201218,5,275,1,Shuffle
976,109,90,20201113,2,111,0,Album
977,109,50,20201216,5,71,0,Search
978,109,41,20210602,4,177,0,Shuffle
979,109,43,20210526,1,275,1,Playlist
980,109,22,20210818,1,230,1,Search
981,109,22,20220205,4,52,0,Shuffle
982,110,19,20201214,1,233,1,Playlist
983,110,22,20201218,2,294,1,Search
984,110,89,20201202,1,270,1,Playlist
985,110,76,20201226,4,143,0,Album
986,110,33,20201226,4,245,1,Album
987,110,38,20210715,4,183,1,Playlist
988,110,60,20210416,5,123,0,Search
989,110,6,20210306,5,175,0,Search
990,110,47,20220619,5,38,0,Search
991,111,81,20201211,4,210,1,Playlist
992,111,28,20201008,3,62,0,Playlist
993,111,60,20201227,4,277,1,Playlist
994,111,62,20201207,5,124,0,Playlist
995,111,98,20201007,4,81,0,Playlist
996,111,43,20210107,1,140,0,Album
997,111,81,20210127,1,194,1,Shuffle
998,111,88,20210807,2,123,0,Search
999,111,77,20220204,3,78,0,Playlist
1000,112,87,20200927,3,232,1,Playlist
1001,112,98,20200503,3,118,0,Search
1002,112,90,20200925,1,153,0,Album
1003,112,1,20200919,5,149,0,Playlist
1004,112,63,20200510,3,257,1,Shuffle
1005,112,2,20210609,2,236,1,Shuffle
1006,112,7,20210625,5,136,0,Search
1007,112,57,20210119,1,32,0,Search
1008,112,46,20220704,1,30,0,Search
1009,113,18,20201210,2,189,1,Album
1010,113,38,20200219,5,121,0,Search
1011,113,97,20201005,3,289,1,Album
1012,113,73,20200517,1,172,0,Album
1013,113,65,20201119,5,218,1,Album
1014,113,20,20211029,2,122,0,Search
1015,113,63,20210808,4,286,1,Search
1016,113,4,20210911,5,299,1,Album
1017,113,20,20220724,2,74,0,Playlist
1018,114,20,20201115,3,54,0,Album
1019,114,96,20201112,5,133,0,Album
1020,114,17,20201101,3,131,0,Shuffle
1021,114,11,20200813,2,195,1,Album
1022,114,65,20201209,1,283,1,Shuffle
1023,114,45,20211229,3,264,1,Playlist
1024,114,91,20210720,3,36,0,Search
1025,114,79,20211116,5,167,0,Album
1026,114,77,20221115,4,287,1,Search
1027,115,72,20200801,3,91,0,Playlist
1028,115,76,20200827,3,275,1,Shuffle
1029,115,10,20201209,3,42,0,Shuffle
1030,115,18,20200913,5,154,0,Playlist
1031,115,48,20200327,1,126,0,Playlist
1032,115,81,20210323,3,134,0,Search
1033,115,41,20210523,3,121,0,Album
1034,115,76,20210704,3,155,0,Search
1035,115,15,20220625,1,67,0,Album
1036,116,74,20201127,2,209,1,Shuffle
1037,116,84,20201204,3,297,1,Shuffle
1038,116,12,20201127,5,146,0,Search
1039,116,97,20201218,5,187,1,Album
1040,116,91,20201203,5,41,0,Shuffle
1041,116,78,20211230,1,122,0,Playlist
1042,116,23,20210803,3,300,1,Search
1043,116,48,20210908,4,103,0,Playlist
1044,116,77,20220219,1,127,0,Search
1045,117,89,20200304,2,230,1,Album
1046,117,80,20200924,3,52,0,Playlist
1047,117,46,20201111,5,123,0,Playlist
1048,117,9,20200402,4,195,1,Search
1049,117,64,20200907,1,216,1,Shuffle
1050,117,33,20210910,2,197,1,Shuffle
1051,117,13,20210307,1,37,0,Shuffle
1052,117,49,20211125,3,44,0,Search
1053,117,93,20220322,3,219,1,Album
1054,118,17,20201104,3,171,0,Search
1055,118,13,20200924,2,157,0,Shuffle
1056,118,75,20201008,5,161,0,Shuffle
1057,118,97,20200815,5,60,0,Playlist
1058,118,37,20201103,1,217,1,Playlist
1059,118,94,20210903,1,224,1,Album
1060,118,1,20210131,3,224,1,Shuffle
1061,118,62,20210311,4,240,1,Playlist
1062,118,28,20220814,1,170,0,Search
1063,119,60,20201230,5,77,0,Album
1064,119,77,20201230,1,85,0,Search
1065,119,92,20201231,4,132,0,Shuffle
1066,119,67,20201230,5,214,1,Album
1067,119,52,20201231,2,101,0,Search
1068,119,26,20211229,5,257,1,Album
1069,119,78,20211111,1,275,1,Playlist
1070,119,76,20210107,4,162,0,Shuffle
1071,119,15,20221113,4,53,0,Shuffle
1072,120,79,20201204,2,193,1,Shuffle
1073,120,78,20201211,4,281,1,Album
1074,120,56,20201217,4,32,0,Playlist
1075,120,33,20201206,5,234,1,Playlist
1076,120,75,20201212,4,45,0,Shuffle
1077,120,73,20210807,5,111,0,Search
1078,120,33,20211220,3,138,0,Album
1079,120,19,20210111,4,52,0,Search
1080,120,16,20220815,2,161,0,Search
1081,121,75,20201229,1,198,1,Album
1082,121,10,20201129,3,159,0,Playlist
1083,121,78,20201102,2,55,0,Album
1084,121,39,20201004,3,129,0,Shuffle
1085,121,43,20201018,2,92,0,Shuffle
1086,121,17,20211108,2,43,0,Shuffle
1087,121,81,20210119,3,75,0,Search
1088,121,96,20211025,2,48,0,Shuffle
1089,121,11,20220323,4,233,1,Playlist
1090,122,36,20201006,3,148,0,Search
1091,122,90,20201018,4,251,1,Search
1092,122,7,20201105,4,118,0,Playlist
1093,122,47,20201016,3,173,0,Shuffle
1094,122,51,20201012,5,57,0,Playlist
1095,122,96,20211120,2,32,0,Search
1096,122,18,20210419,3,172,0,Album
1097,122,42,20210927,2,192,1,Playlist
1098,122,21,20220613,5,94,0,Search
1099,123,40,20201212,4,215,1,Playlist
1100,123,51,20201210,3,265,1,Search
1101,123,80,20201221,2,148,0,Search
1102,123,22,20201204,3,108,0,Shuffle
1103,123,35,20201210,2,110,0,Shuffle
1104,123,95,20210318,1,38,0,Shuffle
1105,123,39,20210122,3,207,1,Shuffle
1106,123,64,20210601,4,74,0,Shuffle
1107,123,4,20221006,1,160,0,Album
1108,124,16,20200826,2,105,0,Search
1109,124,43,20200916,3,242,1,Shuffle
1110,124,60,20200813,2,220,1,Playlist
1111,124,40,20200724,1,228,1,Album
1112,124,91,20200619,2,185,1,Search
1113,124,67,20211212,1,162,0,Playlist
1114,124,54,20211227,4,187,1,Shuffle
1115,124,97,20210302,2,129,0,Search
1116,124,51,20220919,4,94,0,Album
1117,125,43,20200902,4,272,1,Playlist
1118,125,91,20200322,1,73,0,Album
1119,125,72,20200902,1,274,1,Search
1120,125,1,20201210,2,77,0,Playlist
1121,125,29,20200523,1,289,1,Album
1122,125,88,20211127,2,32,0,Album
1123,125,46,20210312,1,73,0,Search
1124,125,25,20210719,1,211,1,Album
1125,125,3,20221029,5,297,1,Search
1126,126,53,20200510,3,65,0,Playlist
1127,126,32,20200729,5,138,0,Playlist
1128,126,19,20201020,3,123,0,Search
1129,126,42,20200907,2,284,1,Album
1130,126,66,20200703,5,127,0,Playlist
1131,126,11,20210221,1,243,1,Playlist
1132,126,42,20211102,1,294,1,Playlist
1133,126,19,20210214,5,243,1,Playlist
1134,126,55,20221028,4,87,0,Playlist
1135,127,75,20201112,5,184,1,Shuffle
1136,127,89,20201129,3,214,1,Playlist
1137,127,42,20201121,1,120,0,Album
1138,127,76,20201118,1,263,1,Search
1139,127,15,20201222,2,102,0,Playlist
1140,127,59,20210421,5,87,0,Playlist
1141,127,26,20210408,3,292,1,Album
1142,127,22,20211227,2,62,0,Album
1143,127,19,20221104,4,139,0,Search
1144,128,77,20201207,1,185,1,Album
1145,128,30,20201227,5,122,0,Search
1146,128,40,20201220,1,97,0,Album
1147,128,94,20201115,3,151,0,Search
1148,128,43,20201208,2,277,1,Album
1149,128,31,20210322,1,99,0,Album
1150,128,81,20210619,3,131,0,Shuffle
1151,128,73,20210419,3,239,1,Album
1152,128,57,20220409,4,57,0,Album
1153,129,58,20200817,3,221,1,Album
1154,129,21,20200328,5,101,0,Search
1155,129,85,20200505,2,184,1,Playlist
1156,129,69,20201208,2,186,1,Playlist
1157,129,22,20200610,3,200,1,Playlist
1158,129,86,20211022,3,160,0,Shuffle
1159,129,8,20210504,2,183,1,Search
1160,129,80,20211201,1,163,0,Album
1161,129,57,20221001,2,145,0,Album
1162,130,51,20200317,1,149,0,Album
1163,130,44,20200409,1,208,1,Search
1164,130,59,20200928,5,210,1,Search
1165,130,33,20201224,5,272,1,Shuffle
1166,130,58,20201230,4,112,0,Album
1167,130,51,20211116,3,178,0,Playlist
1168,130,91,20210725,5,31,0,Shuffle
1169,130,99,20210712,3,185,1,Shuffle
1170,130,93,20220803,5,101,0,Playlist
1171,131,58,20201011,4,299,1,Shuffle
1172,131,73,20200817,2,210,1,Shuffle
1173,131,53,20201104,4,162,0,Album
1174,131,20,20200709,5,95,0,Shuffle
1175,131,36,20200724,2,183,1,Search
1176,131,39,20210602,2,122,0,Album
1177,131,76,20210927,1,120,0,Playlist
1178,131,90,20211006,4,216,1,Album
1179,131,23,20220604,4,45,0,Search
1180,132,2,20201013,3,145,0,Shuffle
1181,132,100,20200818,3,262,1,Album
1182,132,51,20200701,3,190,1,Playlist
1183,132,19,20200916,2,186,1,Playlist
1184,132,40,20201127,1,189,1,Album
1185,132,20,20211214,1,185,1,Playlist
1186,132,10,20211107,5,241,1,Playlist
1187,132,28,20211130,1,77,0,Shuffle
1188,132,14,20220531,2,86,0,Playlist
1189,133,6,20201120,1,248,1,Playlist
1190,133,68,20201130,2,50,0,Album
1191,133,87,20201123,2,87,0,Album
1192,133,28,20201223,1,34,0,Playlist
1193,133,76,20201118,3,54,0,Shuffle
1194,133,80,20210513,3,224,1,Album
1195,133,37,20210115,1,109,0,Album
1196,133,17,20210303,3,289,1,Search
1197,133,53,20220808,4,89,0,Album
1198,134,90,20201215,2,56,0,Search
1199,134,47,20200331,3,31,0,Playlist
1200,134,26,20201203,1,210,1,Search
1201,134,77,20200812,1,192,1,Shuffle
1202,134,23,20200827,4,209,1,Search
1203,134,27,20211229,4,105,0,Shuffle
1204,134,72,20210512,4,114,0,Shuffle
1205,134,72,20211118,5,85,0,Shuffle
1206,134,61,20220109,3,145,0,Shuffle
1207,135,52,20200701,3,202,1,Search
1208,135,44,20201014,3,239,1,Album
1209,135,58,20200902,2,187,1,Playlist
1210,135,52,20201029,5,82,0,Album
1211,135,13,20200829,3,101,0,Playlist
1212,135,69,20210820,4,48,0,Shuffle
1213,135,33,20210125,3,31,0,Shuffle
1214,135,70,20210122,1,227,1,Shuffle
1215,135,4,20220108,5,253,1,Playlist
1216,136,29,20201126,4,124,0,Playlist
1217,136,50,20200914,5,161,0,Album
1218,136,94,20200713,1,174,0,Album
1219,136,72,20201001,3,163,0,Playlist
1220,136,81,20200715,4,173,0,Album
1221,136,60,20210322,5,140,0,Album
1222,136,5,20210330,5,75,0,Search
1223,136,25,20210623,4,186,1,Search
1224,136,86,20220420,4,70,0,Album
1225,137,41,20201222,1,120,0,Shuffle
1226,137,75,20200309,3,95,0,Shuffle
1227,137,95,20201103,1,105,0,Search
1228,137,64,20200705,4,181,1,Shuffle
1229,137,72,20200630,5,41,0,Album
1230,137,57,20210716,2,80,0,Album
1231,137,32,20210818,5,179,0,Shuffle
1232,137,40,20210217,4,256,1,Playlist
1233,137,1,20220410,5,50,0,Shuffle
1234,138,62,20200916,5,160,0,Album
1235,138,56,20201122,1,293,1,Album
1236,138,24,20201128,3,138,0,Album
1237,138,35,20201224,4,129,0,Search
1238,138,55,20200730,3,265,1,Album
1239,138,11,20211016,2,125,0,Playlist
1240,138,27,20211103,3,206,1,Shuffle
1241,138,33,20210423,1,130,0,Search
1242,138,77,20220309,5,129,0,Search
1243,139,13,20201201,2,160,0,Shuffle
1244,139,25,20201228,5,106,0,Album
1245,139,70,20201208,5,130,0,Playlist
1246,139,10,20201230,2,183,1,Search
1247,139,4,20201231,5,255,1,Playlist
1248,139,90,20210707,2,153,0,Shuffle
1249,139,33,20210918,3,135,0,Album
1250,139,46,20211203,3,217,1,Shuffle
1251,139,43,20220912,5,231,1,Search
1252,140,13,20201011,2,184,1,Playlist
1253,140,34,20201211,1,113,0,Playlist
1254,140,71,20200713,2,190,1,Search
1255,140,81,20201105,1,38,0,Search
1256,140,72,20201012,2,62,0,Album
1257,140,48,20210806,1,80,0,Search
1258,140,55,20210415,5,201,1,Search
1259,140,33,20211219,1,245,1,Playlist
1260,140,61,20221011,4,173,0,Album
1261,141,37,20200801,1,153,0,Shuffle
1262,141,24,20200718,1,147,0,Shuffle
1263,141,73,20201031,5,173,0,Search
1264,141,10,20200907,2,264,1,Shuffle
1265,141,65,20201012,2,280,1,Playlist
1266,141,70,20210607,5,79,0,Album
1267,141,33,20210109,3,89,0,Shuffle
1268,141,33,20210603,5,285,1,Shuffle
1269,141,34,20221009,3,285,1,Playlist
1270,142,91,20200821,1,37,0,Search
1271,142,76,20201117,4,101,0,Shuffle
1272,142,61,20200819,2,32,0,Shuffle
1273,142,65,20200520,2,225,1,Playlist
1274,142,87,20200821,5,144,0,Playlist
1275,142,49,20210224,2,263,1,Album
1276,142,4,20210620,5,290,1,Album
1277,142,87,20210511,2,99,0,Playlist
1278,142,2,20220426,5,72,0,Search
1279,143,4,20201222,1,93,0,Playlist
1280,143,73,20201115,5,57,0,Search
1281,143,61,20200911,4,274,1,Search
1282,143,47,20201009,5,157,0,Search
1283,143,17,20201117,2,271,1,Playlist
1284,143,36,20210818,1,60,0,Album
1285,143,88,20210514,5,67,0,Search
1286,143,100,20211024,1,275,1,Shuffle
1287,143,63,20220705,2,188,1,Album
1288,144,77,20201113,3,30,0,Shuffle
1289,144,56,20201125,1,104,0,Search
1290,144,12,20201230,3,60,0,Shuffle
1291,144,14,20201121,4,222,1,Search
1292,144,9,20201211,1,156,0,Playlist
1293,144,1,20210521,4,30,0,Album
1294,144,55,20210209,5,130,0,Playlist
1295,144,37,20210827,2,184,1,Playlist
1296,144,31,20220530,4,174,0,Search
1297,145,28,20200617,1,297,1,Playlist
1298,145,54,20200922,4,42,0,Playlist
1299,145,66,20201103,3,30,0,Search
1300,145,60,20201220,5,144,0,Search
1301,145,40,20200605,4,299,1,Shuffle
1302,145,59,20210618,2,72,0,Search
1303,145,84,20210719,1,135,0,Album
1304,145,12,20210316,5,266,1,Shuffle
1305,145,27,20220712,1,199,1,Album
1306,146,75,20200502,5,267,1,Shuffle
1307,146,39,20200402,3,106,0,Playlist
1308,146,14,20200517,2,221,1,Search
1309,146,85,20201028,1,211,1,Playlist
1310,146,1,20200827,1,235,1,Playlist
1311,146,65,20210630,5,191,1,Search
1312,146,84,20210402,2,177,0,Album
1313,146,35,20210417,3,276,1,Playlist
1314,146,28,20221213,1,278,1,Playlist
1315,147,36,20200422,2,108,0,Album
1316,147,12,20201010,4,183,1,Playlist
1317,147,27,20201230,2,38,0,Album
1318,147,6,20200725,4,239,1,Search
1319,147,9,20200408,1,111,0,Shuffle
1320,147,75,20210309,3,92,0,Search
1321,147,54,20211111,2,240,1,Search
1322,147,11,20210226,1,177,0,Search
1323,147,58,20221026,2,160,0,Search
1324,148,94,20200810,1,54,0,Album
1325,148,81,20200624,4,163,0,Search
1326,148,42,20200519,5,285,1,Shuffle
1327,148,72,20201224,4,99,0,Album
1328,148,7,20200504,3,46,0,Shuffle
1329,148,96,20210623,2,141,0,Shuffle
1330,148,47,20210930,1,227,1,Shuffle
1331,148,15,20210713,2,77,0,Search
1332,148,85,20220214,3,220,1,Album
1333,149,76,20201102,1,198,1,Album
1334,149,23,20201208,5,256,1,Playlist
1335,149,93,20201119,5,86,0,Playlist
1336,149,32,20201213,1,231,1,Shuffle
1337,149,13,20201215,1,219,1,Playlist
1338,149,13,20210621,5,36,0,Album
1339,149,79,20210918,1,163,0,Shuffle
1340,149,76,20210620,1,32,0,Shuffle
1341,149,68,20220728,4,298,1,Album
1342,150,46,20200401,4,66,0,Album
1343,150,100,20200705,2,297,1,Playlist
1344,150,23,20200421,4,160,0,Shuffle
1345,150,37,20200723,2,186,1,Playlist
1346,150,65,20200818,4,110,0,Album
1347,150,66,20211003,3,106,0,Album
1348,150,84,20211010,1,209,1,Album
1349,150,94,20210525,1,280,1,Album
1350,150,90,20220411,1,244,1,Shuffle
1351,151,96,20200620,4,256,1,Album
1352,151,82,20200714,4,114,0,Playlist
1353,151,32,20200629,4,149,0,Shuffle
1354,151,20,20201223,4,114,0,Playlist
1355,151,72,20200827,4,279,1,Search
1356,151,32,20210416,3,213,1,Search
1357,151,52,20211108,5,145,0,Album
1358,151,39,20211210,3,183,1,Playlist
